Customer ID,Internal Obligor ID,Loan Amount,Outstanding Balance,Interest Rate,Total Assets,Total Liabilities,EBITDA,Net Income,Total Revenue,Total Equity,Cash Flow,Loan to Value Ratio,Debt Service Coverage Ratio,Interest Coverage Ratio,Loan Default Probability,Anomaly_ISO
a3fdda52-6394-46ce-b7d3-62b965288cda,d8eba8b3-4a74-472c-9c35-5e776788c5b1,97602997.48,80537734.2,2.14,403948022.44,8926425.41,86863480.34,1955854.73,451241665.46,160851816.37,7161645.8,0.8,2.38,1.06,0.08,-1
97dd0207-640a-47b7-878f-be0563aa5141,9e22b5a8-cda1-4125-b44a-417a3418a07c,9312784.9,29441513.13,2.92,112276922.29,301315598.5,29157403.01,618846.22,19353690.53,85606740.54,18253363.73,1.09,2.87,9.6,0.22,-1
c8d0d6a2-35f4-499b-99b5-601b677a0244,e9e1f1df-6d88-4a63-b32d-ba599ef54239,20327881.62,83122882.06,13.71,88092856.95,396681275.12,2437585.72,28230128.9,498168825.07,186374471.29,24414594.21,0.69,2.66,3.56,0.1,-1
615e6136-bf93-4ea5-be01-8418d288490d,29c7434b-dcaa-434b-9ea9-5f0873d27666,4595331.86,20163383.87,1.57,494328210.51,360939648.62,48193684.49,35861149.31,219078233.0,106711866.09,3746710.44,1.4,2.65,3.45,0.16,-1
a7c1d235-2e6d-43b4-8403-75cf195e7b4b,a9ebe86c-1cf7-443f-8a97-bd29f8f9ff73,42395233.13,23732534.15,1.85,410424807.92,81878218.0,12963236.81,6409950.63,29536049.71,64790573.63,29754468.49,1.03,2.8,9.93,0.26,-1
8c0d54d2-ad9d-4e86-9c31-57f6790369d9,19bb8dbd-fb00-451e-9680-142d8024b9fa,4210619.94,1113337.56,12.73,162195007.41,251973716.09,41104576.69,42429231.41,86474210.8,132190927.11,1179108.74,0.6,2.49,9.81,0.15,-1
b3f81844-dd3c-4a1f-835c-12159f78b912,624d011d-4d16-45c0-ac60-ad1dc7665c5f,89285612.18,83411245.93,4.29,38655210.24,20624407.73,7129254.29,20697827.76,33002106.29,147852805.21,19439739.79,0.65,2.95,9.43,0.25,-1
f73fa13a-1bc9-4c60-9408-fbc213730634,4d551600-3285-448c-aa22-609538966461,94888795.05,3758015.62,9.98,228325926.11,336789396.55,82085432.61,1510562.71,36718454.93,59787979.78,3399954.7,1.5,1.26,7.56,0.08,-1
11fec396-7afa-485d-a003-5947d5906e7b,ab508fc7-0d31-40a0-aa08-e4914c1d6aec,91943366.6,76219378.25,10.96,18873609.0,376268513.97,58875867.67,7735576.32,382113560.1,64969822.34,21737255.2,1.33,1.14,9.66,0.25,-1
c49eb250-5901-45a8-bf63-36147d0ad949,7305747d-99ef-4b50-8b36-c4da344eb725,1744452.32,46380860.18,4.84,195545508.08,208194789.25,6976731.87,49730680.13,43787577.97,195396841.68,24385669.37,1.4,1.36,1.03,0.11,-1
8ce47351-a36b-418f-835a-1dca200fd2b9,8cc07044-37b0-4f81-8be7-53d4ab8ee3b4,75607088.54,83180479.97,10.04,13257629.67,176034529.34,57323209.71,46822088.47,435260401.89,13244525.41,7496510.67,0.62,2.86,9.76,0.02,-1
e02bf6d2-ede3-40e3-8da9-67a553a7a55f,1e170444-ff8e-4c4a-9395-e324204dfcd4,80973198.24,3228470.02,14.56,78513054.39,250405005.48,81274435.72,5333943.98,458607694.35,164405994.17,8895682.12,0.52,2.67,6.42,0.09,-1
c72f0226-aff7-476a-b515-d2f804c7e269,51a5e3e7-b219-4e7b-955d-e9d752e154e8,95195899.88,30115792.47,3.79,362155735.38,210582077.56,96566637.89,4433477.52,63141967.48,140665610.96,29319056.12,1.25,2.49,1.2,0.03,-1
0b14f0d4-201b-4ff6-a22c-9afa62a7d061,3894c6c8-6724-4ce3-8c8e-873ef9ffee19,34543007.18,65916245.08,6.01,318060636.28,303413668.33,20919934.92,26620646.06,25478977.95,1120340.86,6312073.47,1.48,3.0,3.47,0.29,-1
9a537d5a-4b4a-4074-ae5a-078fdcd7c299,5de3bf42-26e1-40da-9fa4-d05a469a7a65,97653263.26,2670170.61,10.81,235560013.47,70925103.31,91035020.07,23765622.6,61289754.24,36708247.44,2837863.91,0.73,2.84,8.1,0.04,-1
c66191ea-8dd5-43ea-b535-f63a2118fd68,24bbb1b0-2d2d-4c49-8cf0-70cdb33511bf,85316193.27,2105127.09,7.23,464116594.2,373810957.98,95084203.68,41829024.95,136841696.71,169705389.19,29665316.97,0.56,2.04,4.45,0.06,-1
619de7ee-461a-4fc7-ad37-c6ad9ace2587,86f710e6-d3bf-416e-9583-97cc7c7ace7e,46679672.63,63630784.2,9.66,39042335.61,30708965.77,16885068.47,920114.52,308530597.3,130430401.79,1816874.66,1.5,2.15,9.11,0.02,-1
22930349-4d91-461f-94de-18bba0910539,4bee7e0e-4d01-4676-add3-790db259dde0,25452485.6,43427921.43,14.26,143580847.85,357982376.69,6183812.28,16331792.87,121083942.97,177590517.64,592936.77,1.36,2.72,9.44,0.23,-1
1b03f6b0-1968-444e-a6a6-6ccc842eabc0,cc02ad38-5a3b-47f8-af6e-bc03e5e97525,64742438.81,5756168.66,12.98,24462014.59,45625334.51,96871532.31,30472106.26,448835326.32,170934923.13,2428614.9,1.05,2.44,3.96,0.01,-1
9c464ac0-0d6f-45ad-8e88-951405acc320,83a1c48e-bb16-4e8f-b9bc-435eab6db04b,95815934.21,67052314.85,14.39,223837553.44,333461979.53,67765568.71,38482872.64,236386985.86,172880648.43,21815215.54,0.54,2.83,9.46,0.24,-1
fce32998-facd-473c-9ba2-95db4eaa38d2,230baa64-862f-40b8-beef-2d90cf991c4c,85438049.57,6203417.76,3.4,177494545.56,268404719.31,30861707.2,18358203.22,422972379.02,24682569.76,10243805.9,0.69,1.06,9.61,0.28,-1
5b25516f-3248-4eda-9bd3-8ae71b5ce0ec,0978dce9-8834-41cc-a55d-dfdff49778f7,92301491.9,89190529.84,5.53,41226909.34,111684870.37,73794088.65,11718940.07,29453773.4,8742264.57,21077412.29,1.35,2.52,4.23,0.17,-1
185b75a2-fe7a-4d91-92c7-da56fd07ab1c,714a1e25-4c07-4d94-a7f8-24e740413d64,91053475.67,51157470.32,13.82,29314152.22,252525602.54,94586564.82,7158742.77,454406446.16,41026889.58,10662782.32,0.84,1.02,6.38,0.04,-1
ed8f0688-1a90-4009-abd4-f38ea1636c31,c582c3ff-367c-4884-b9ae-13a78dac3b74,2970504.27,36062894.04,5.04,374347116.87,48170077.2,48499239.19,3594692.99,328090096.91,196549362.14,14802539.46,0.53,1.12,1.54,0.03,-1
c39ab8a6-f08f-45f7-aaf1-3376c9e0fe3f,14c8ec7b-4ed1-40b2-a98d-b9ab359cbee0,84487527.04,46608359.7,1.99,102667210.05,32800087.79,7474838.09,12318558.16,228322061.51,174632234.03,9809878.4,0.65,2.96,1.3,0.02,-1
d5070187-9470-4b3a-a324-a85ff8608b8f,c2907be7-93fc-4e4e-9be3-5450daea64a3,42416531.62,74357625.4,4.63,487718464.63,390762881.7,97322830.22,8835361.53,489309688.34,121669930.22,8960346.36,0.59,2.52,9.22,0.22,-1
a41e47ed-32dc-4702-add8-5ae526455714,c7e4aff0-3186-4025-abb7-685f35ec0071,89497571.41,87689991.08,3.74,411751510.3,14853170.9,18644696.02,42875785.78,456193849.42,169601805.31,1804258.77,0.57,2.58,8.28,0.2,-1
ebe07029-476e-408d-a41e-803587f4289d,1a1ea475-420a-4b8a-9429-bde439ccfbd6,4679988.0,4831815.94,2.72,446499194.01,212037944.32,77770531.05,21280692.96,257188018.74,22321479.63,18104378.47,0.8,1.28,9.85,0.3,-1
ed0597f9-7523-4102-9521-556f734c6f1a,6ce3b61c-004f-4ec5-bda7-408ee0634455,3213744.01,6110420.85,13.44,96616967.8,37396594.25,74947469.94,1131552.26,210329700.89,8417783.38,10766955.78,1.07,1.14,9.3,0.22,-1
035e4de6-c2ae-4242-b93f-6f0a02238f87,668d1092-853b-4ae7-9d55-3f28cc0893bb,4462476.6,68647013.34,13.4,17844683.09,290594186.32,72814559.55,30244969.9,26385723.5,69392526.91,14432237.62,0.54,1.12,8.74,0.03,-1
549595ff-eb9b-4b76-bdde-8a119be082b6,f69c0db4-ae9e-4de0-99d5-47786d1733f3,62129037.93,5840544.98,9.39,383829146.79,58585765.32,6312232.42,4094724.91,168765736.67,24796405.69,27355960.39,0.59,2.8,7.7,0.03,-1
81a2f339-1fe3-45f5-a8d5-29343ff54cfe,87ac0ad4-5e23-4764-95b9-7097f4793ec4,61998872.28,82814010.51,1.87,156270450.18,380560563.61,96804451.48,3330830.2,48169848.08,4801283.01,7079503.41,0.94,1.44,6.5,0.13,-1
f69aff9d-2b61-46ec-9da5-082ee3923d4c,96033a87-58f6-4b71-a5a5-5c86c9f5b808,19724792.54,61581835.34,13.76,471161456.88,371067782.05,5174079.97,31745056.34,108607199.03,150568612.46,18654882.37,1.5,2.53,2.14,0.05,-1
f5a569b4-741e-4a6a-94ab-6611bae08a1c,8eb6e64a-2cf2-4eeb-a9d9-243928a6def7,83681037.97,66483418.25,13.78,52443708.06,167624407.75,85626386.35,40419750.8,154074847.61,140906292.22,4301521.4,1.39,1.13,9.92,0.3,-1
ba195508-db61-4f0a-8768-bc6d18fe4bc5,ad28b755-8485-4067-8b03-6d6a0e7b425d,44114572.08,24510171.46,7.95,465713509.73,16197812.45,96098241.66,43124025.4,114523310.91,193948470.69,29946679.29,1.47,2.09,8.22,0.01,-1
ba979056-54dc-4b05-a87f-76f5f6dcce7f,a0a13270-8044-4d16-be69-b9b4e31b5d9f,13395219.45,81493905.28,6.59,14265781.19,334917251.43,26743360.13,37126525.44,43174902.21,9513843.88,13835977.0,1.46,1.88,7.84,0.1,-1
e336d781-ae7e-48e4-bdd4-fb7a742f15e3,b97c69bd-d474-41ac-ade5-e5b687bed124,71756777.94,10315342.67,2.23,436534615.61,397591880.34,25133772.15,28705130.57,333461582.28,38394506.87,29405835.62,0.56,1.35,1.06,0.11,-1
17c60c3e-ed32-4752-bf2c-719fbec6aa5c,e627bb9b-5de6-402d-b4e7-27764c2bf125,76843021.2,58852508.28,10.16,18080534.3,237239896.69,10613132.69,2559424.59,477610097.58,199073143.72,15709778.44,0.54,2.91,8.35,0.09,-1
ae4c9b11-1f6e-4ac9-8997-032a68bdec93,309a526f-a7d6-4584-904f-cf07adb79345,22021645.07,78817530.62,11.41,446088625.24,309220366.14,33030258.9,39204845.78,97202871.82,4675009.25,3211967.81,1.03,2.53,9.74,0.02,-1
238a08d1-e874-4102-8645-0be0298049af,5854c468-a104-45de-90d5-851948e5e792,11932088.87,13153254.15,2.91,169990853.44,79732544.69,3985168.43,33382362.44,479613157.53,18142801.03,1493125.87,0.66,2.7,2.59,0.02,-1
7867004e-8a00-40d8-9185-8fe01c949816,7a2aba64-3c64-4937-8ed2-892a1a80fa95,20813310.67,88349739.87,3.83,45260829.07,323143954.95,7265636.95,47157664.05,305252923.22,7143773.74,14651391.72,1.19,2.54,8.72,0.28,-1
84804417-d5d4-40c7-8ceb-a5fd6051cad2,e700062e-6845-4ec8-9fce-4e19bad551c6,2497049.5,10340339.28,13.99,421539642.19,378863372.92,96271653.68,45588383.59,355241433.32,190836165.18,3435816.05,0.61,1.32,9.18,0.2,-1
33b874fe-0fda-442f-9837-0a71e7e73b66,77242d97-adc7-4fe5-9a15-0e25ad04745c,84363929.43,82362085.81,9.52,43904213.93,116280699.14,96237495.7,11895063.72,314101551.95,73189262.23,27879147.97,0.53,1.8,1.13,0.19,-1
005c391c-1267-49d2-868c-7e8982d40637,8d9df54c-b428-4f9b-b7ea-8c2ea5095682,73232829.9,22121128.74,13.76,260543342.25,322399665.22,15383247.21,46710556.14,45328773.91,24818320.79,27166959.64,0.52,1.96,9.16,0.1,-1
ec1baf0a-df59-4202-9786-fe6710b3a91c,02941066-c8ae-4f25-80a5-6a3f389d4fdb,94316819.35,28953259.52,1.89,412087590.8,40582265.64,16575290.55,21978331.26,322341655.65,53442834.18,5714922.99,1.44,2.69,1.98,0.02,-1
f8f58e80-52b3-4959-acfa-fc3cdce2705a,5780218b-85e6-4803-8402-aa202beabf62,89698065.28,21045725.43,6.81,463190916.29,87434248.01,13029713.66,29293047.63,334699306.4,32539186.7,4694128.23,1.34,1.13,1.44,0.02,-1
19fce298-c524-439b-883a-a6bafdee39c5,591df04b-2e49-479b-b6dd-c5a57a1c767c,76512376.07,80252225.12,6.22,239489503.67,166498257.31,23487127.29,4338163.51,448514041.98,27730879.41,2902460.52,0.5,2.53,9.5,0.24,-1
d3f25955-65c9-49a5-8dee-85f7e7d3471a,14bbc66d-d412-4402-b636-fb637505247e,72095005.23,11047295.56,14.27,26175561.98,315688339.9,15693121.08,8011182.1,434988598.18,20864496.44,29971796.83,0.54,1.55,7.45,0.07,-1
b6e110b5-3dd7-4506-9800-8ca9e365e46e,67679ea7-f2d6-447a-8971-91dea10e272a,98187910.22,33708946.16,11.16,51078138.3,52217805.38,11775982.25,520855.87,404680126.63,106988258.18,29890470.8,1.19,1.18,5.78,0.04,-1
5d9a327c-1eb2-4fde-b77f-f4fd66ff5725,9c1c86e8-bf54-4100-abb1-a4523806cf64,16691240.19,1562229.59,2.03,141814268.59,349685243.16,80797592.04,42769305.94,439045765.51,9590184.74,12167604.22,1.44,1.02,9.77,0.28,-1
a37fa774-74c3-4342-9911-f355b8a50f50,8c8e932c-fdae-4ff6-bcc2-c5c3a11a7eb5,87881086.46,8032925.94,1.89,286789187.84,344597792.96,97451879.85,39105665.91,474169932.58,143772408.71,2664266.84,0.52,2.44,1.78,0.27,-1
4f3c3f9b-b76d-46ea-abca-01730eb0ec5c,942e33c8-0eaa-4c2e-bdb3-f28ce5a51a83,5222629.9,63193046.67,13.96,87558554.74,307300424.34,47473683.1,6401547.81,496400867.23,26329255.69,22816932.55,1.26,2.49,2.97,0.04,-1
48a67196-a72f-485c-9dc2-d1834262a239,598c1f9f-1529-4737-9c08-e119bb1bb845,12817277.68,29060425.55,9.27,48556890.37,307752183.12,49511059.72,47602283.18,34190378.53,170020459.34,20148948.26,0.63,1.12,9.43,0.02,-1
ed6ac0a2-2216-43a2-905e-a53e977de2e8,ee1ea1cd-0e62-4bd5-8e04-d6edb58b2125,12931373.99,26966685.7,1.89,94237263.22,313297565.18,17003496.3,4697077.17,110019322.23,101803213.42,12879411.36,1.45,1.16,9.72,0.03,-1
e2875679-a504-42e6-93aa-f39d7a1904c3,939f9385-3bd7-44fa-8d92-485277789e9e,37322508.78,86843093.51,13.51,18383584.47,279014338.58,73528175.38,35864995.81,133178392.47,68444355.1,3461896.11,0.66,1.77,1.03,0.29,-1
48fd2bb8-c41e-4cdd-8c61-143e2251664d,25fcb788-db96-433f-b545-d6328f8faf60,91391910.57,28774435.48,10.37,76677340.41,148542243.2,8733290.16,2551571.25,490921139.55,100633054.01,29590184.91,0.61,1.54,4.89,0.28,-1
84030afe-231b-4d20-8467-94a82ee19f63,79c08874-16e4-46b9-bf1d-26d9c934518c,94478097.03,59104933.23,12.48,86803226.62,198174844.94,98450991.27,20130558.25,330656031.38,194870783.72,28562132.26,1.48,1.15,2.17,0.29,-1
464f9258-6ff0-4c88-831f-13075f79d5b7,8234a43c-e41d-4f40-a519-f40598a52bf7,23316349.28,67636800.51,13.93,99163755.31,389521719.99,35368753.12,38081291.88,174619124.47,194416203.73,23614927.18,1.29,1.92,1.15,0.08,-1
1ec0c9ce-4c89-4edf-9f2d-7af94735160c,2f0443ac-11b7-4a9f-88cf-8a2c04a77116,2865189.09,81398253.9,14.77,476949480.53,184783839.49,54883916.7,558265.25,402652979.93,127265537.92,20822895.65,1.01,2.75,2.05,0.1,-1
9873467a-ebf0-43d7-aa35-d243b7e0f374,6d943daf-d8ff-43ec-a14d-ea12e5ab1e65,90421084.3,82590400.97,9.53,446374133.41,147934939.58,4869622.67,2337835.4,114044618.73,199229754.21,26416563.87,0.96,2.85,7.94,0.3,-1
818ee834-b4f1-442f-bdb5-8102bd90f108,f4a96f53-f971-48b7-946e-eef688388c71,55788358.85,1981076.8,14.53,67265694.72,26236638.57,15953281.33,29755868.64,491202034.83,171199871.16,20361029.27,0.69,2.11,9.46,0.22,-1
98c0b495-5565-4fe3-a0d0-ca0b7cdf4640,eba5a3e3-ae25-4a41-a925-0330c6aff441,2202898.96,40463936.32,4.8,310886534.27,7219189.55,33083796.16,43741213.91,330159151.99,20919536.2,1591399.68,0.56,2.45,4.42,0.03,-1
90e56550-8f5e-4aff-822d-098f2cc53ef1,e3a22968-2432-4f17-b9fe-6505fe1fd982,1078207.78,55977430.28,2.12,204924624.88,285073024.17,17306672.07,13431387.07,470249941.89,140754904.05,1645447.99,1.5,1.85,6.8,0.02,-1
ff54dd45-9e68-4534-b9f3-645750cc500d,898a4272-0a21-4d9c-8503-36725412965e,81967200.16,2672562.15,3.1,109016956.56,231280932.26,56252078.15,48785318.43,29141025.69,50220480.71,2466354.1,1.29,1.52,9.06,0.26,-1
c8e5f961-fbbe-4ecc-aab3-a09e24de802b,564897ed-4bcf-4766-99d3-3555b0754f55,1485235.47,61279967.31,11.66,401529543.56,319256237.63,3608076.72,21866146.62,56960307.25,198579206.57,24071267.51,0.7,2.79,3.75,0.2,-1
405956a0-5021-4565-9fa9-1688ac9c2edd,c9d4acef-47db-4156-a5b3-cc7bd620fd66,78181701.47,77520968.34,10.36,17476473.52,382109682.63,62941656.88,30295116.66,118125781.7,159609011.58,24243892.77,0.53,1.58,1.01,0.3,-1
9e749eed-fe99-466b-abd6-b665bfe989ee,2fba2624-a2bc-437d-93ec-093065d0b5a2,60570791.56,89680367.27,8.26,409070825.28,359323411.37,29204115.09,3595356.31,37000920.98,33903240.05,2710791.76,1.39,2.61,3.4,0.25,-1
3c6d692c-dccb-49c7-aab0-8a5c4a43308f,a88b9f30-adcc-46b7-a8dc-517f7ca91493,21498450.46,60401892.96,1.56,452494817.29,50892498.56,5161337.39,47220243.72,244619341.58,142112721.86,29722092.07,1.35,2.14,5.2,0.26,-1
f9b262cb-f8f4-46cb-a2cf-2b4b510144c7,13ce6395-f006-479d-bd01-c72cdb170a35,3244042.48,1123296.68,2.72,295547782.75,198147533.34,88221211.38,49191335.11,494941619.93,193156402.69,24355859.23,1.46,1.12,3.71,0.09,-1
25941fed-3310-4fa1-a909-6be87be441ed,4a519f9d-88bc-49b2-9bf6-16ad87b9f501,29602544.46,80115776.11,14.8,85921008.96,236424275.16,48630365.67,37538809.66,279408370.16,90116667.98,4320753.45,1.47,2.92,8.83,0.3,-1
df5e0d3b-ab11-4185-9b8d-5b4302fffa28,dcac3848-f9a5-4eda-80de-a1da7daa1260,68517443.47,87797029.63,4.69,344306068.96,299752866.55,19308639.61,9883586.13,14567775.15,25443746.9,16124434.89,0.57,2.71,1.08,0.04,-1
dcbadeb2-862d-4bba-a04f-aa9efc00efde,e2314d4a-25c8-4392-b2fc-363ee8802cdc,1821928.71,74907352.9,7.07,129290626.09,16763060.52,19937107.25,43862628.75,48838381.93,6230370.1,6780035.45,1.17,2.83,7.83,0.08,-1
75c25bf6-a91c-4406-a4e3-431ad93fcdb9,9e2027a5-885b-4928-9e50-10cddda88c57,58201727.31,4449074.79,14.18,464474207.24,77749816.22,93492948.35,20814705.63,466464633.24,55544647.87,2291376.69,0.58,1.58,4.33,0.28,-1
bd4f6161-c1a8-42fb-b3b8-2d9face1b421,db77c411-6ce2-43dd-be6b-1a71bf7a8a18,13708772.94,17356922.55,13.75,94774184.72,25058633.71,82097922.19,40078709.36,408223824.63,3750200.92,23747227.7,1.3,2.89,3.6,0.26,-1
dd3b6a9e-d4d1-4b58-9df2-4c48229f33dc,0e2a9196-9baf-420b-ab2f-2d32e2a58ca8,27001151.69,11928627.44,14.97,322059610.19,65959373.26,35135203.54,21485506.95,369827513.62,157552426.41,14473979.43,1.44,1.09,9.57,0.05,-1
3b32c5df-c7c9-4915-9b32-270d903df371,a90062b9-b9a7-455d-a422-f4b7a061f479,98667403.06,83270238.38,14.97,333784900.75,378050445.77,85247214.89,30981167.69,428329157.07,39864464.16,10691587.23,1.49,2.85,1.76,0.18,-1
8f880725-a30c-469e-ae29-d259675cec8e,31ccaf4a-db84-4405-96b1-18ca25df8650,36990065.27,87450203.4,2.51,451628817.25,326111290.57,67213413.66,40889321.87,404885157.74,194683864.69,4529265.76,1.46,2.17,9.63,0.22,-1
aa7228d6-0a52-478d-a03e-53fdf2cc7af5,72dba98c-b76f-4f8b-a5c3-589a51e3f04b,39526562.66,684201.16,2.16,346115838.33,34430304.5,97871087.33,7587872.95,431264016.87,16700447.88,13519729.33,0.54,2.64,1.57,0.16,-1
3f968dce-e357-44a5-af10-fa2d481bfa12,155c65c0-852a-4170-a5cf-d7c7c9f59733,7062244.63,22129741.59,1.95,425238205.99,351776418.61,93203736.36,46177578.94,17878360.37,179578335.5,20370342.97,0.64,1.74,6.33,0.1,-1
55051d12-c32c-4e6e-8888-0e425bc295c9,f7540da8-f5a8-437b-9ddd-14f3c22083b3,4336037.57,69102925.32,8.46,39246807.6,51630245.05,94262407.45,37005808.1,55266916.22,113522037.04,4691226.52,0.58,2.94,3.1,0.03,-1
715093b7-b8d5-4626-8e10-3ad8b9932c66,51aaef54-daa2-4c20-82ed-9bba67a94b3b,91725016.82,87001235.75,2.24,341902971.64,38386981.17,58410325.29,43084388.47,450333242.77,100284256.8,28114241.26,1.42,3.0,7.4,0.04,-1
8516cebf-7223-44a4-a78b-c4a70c24c51b,296e805d-69a3-4ed5-97d2-fce5f601e75f,11951277.94,30012079.98,14.29,288327115.39,385515658.95,80389646.61,34727764.68,472142760.22,143359774.8,29469353.11,0.67,2.2,7.51,0.05,-1
